CODIGO,DESC_CODIGO,CLASIFICADOR_CODIGO
561910,Servicios de empacado y etiquetado ,Clase
56192,Organizadores de convenciones y ferias comerciales e industriales,Subrama
561920,Organizadores de convenciones y ferias comerciales e industriales ,Clase
56199,Otros servicios de apoyo a los negocios,Subrama
561990,Otros servicios de apoyo a los negocios ,Clase
562,Manejo de residuos y servicios de remediación,Subsector
5621,Recolección de residuos ,Rama
56211,Recolección de residuos peligrosos ,Subrama
562111,Recolección de residuos peligrosos por el sector privado ,Clase
56212,Recolección de residuos no peligrosos ,Subrama
562121,Recolección de residuos no peligrosos por el sector privado ,Clase
5622,Tratamiento y disposición final de residuos ,Rama
56221,Tratamiento y disposición final de residuos peligrosos ,Subrama
562211,Tratamiento y disposición final de residuos peligrosos por el sector privado ,Clase
56222,Tratamiento y disposición final de residuos no peligrosos ,Subrama
562221,Tratamiento y disposición final de residuos no peligrosos por el sector privado ,Clase
5629,"Servicios de remediación, recuperación, y otros servicios de manejo de residuos ",Rama
56291,Servicios de remediación ,Subrama
562911,Servicios de remediación de residuos por el sector privado ,Clase
56292,Recuperación de residuos ,Subrama
562921,Recuperación de residuos por el sector privado ,Clase
56299,Otros servicios de manejo de residuos ,Subrama
562998,Otros servicios de manejo de residuos por el sector privado ,Clase
61,Servicios educativos,Sector
611,Servicios educativos,Subsector
6111,"Escuelas de educación básica, media y para necesidades especiales",Rama
61111,Escuelas de educación preescolar ,Subrama
611111,Escuelas de educación preescolar del sector privado ,Clase
61112,Escuelas de educación primaria ,Subrama
611121,Escuelas de educación primaria del sector privado ,Clase
61113,Escuelas de educación secundaria general ,Subrama
611131,Escuelas de educación secundaria general del sector privado ,Clase
61114,Escuelas de educación secundaria técnica ,Subrama
611141,Escuelas de educación secundaria técnica del sector privado ,Clase
61115,Escuelas de educación media técnica terminal ,Subrama
611151,Escuelas de educación media técnica terminal del sector privado ,Clase
61116,Escuelas de educación media superior ,Subrama
611161,Escuelas de educación media superior del sector privado ,Clase
61117,Escuelas que combinan diversos niveles de educación ,Subrama
611171,Escuelas del sector privado que combinan diversos niveles de educación ,Clase
61118,Escuelas de educación para necesidades especiales ,Subrama
611181,Escuelas del sector privado de educación para necesidades especiales ,Clase
6112,Escuelas de educación técnica superior,Rama
61121,Escuelas de educación técnica superior,Subrama
611211,Escuelas de educación técnica superior del sector privado ,Clase
6113,Escuelas de educación superior,Rama
61131,Escuelas de educación superior,Subrama
611311,Escuelas de educación superior del sector privado ,Clase
6114,"Escuelas comerciales, de computación y de capacitación para ejecutivos",Rama
61141,Escuelas comerciales y secretariales,Subrama
611411,Escuelas comerciales y secretariales del sector privado ,Clase
61142,Escuelas de computación,Subrama
611421,Escuelas de computación del sector privado ,Clase
61143,Escuelas para la capacitación de ejecutivos,Subrama
611431,Escuelas para la capacitación de ejecutivos del sector privado ,Clase
6115,Escuelas de oficios,Rama
61151,Escuelas de oficios,Subrama
611511,Escuelas del sector privado dedicadas a la enseñanza de oficios ,Clase
6116,Otros servicios educativos,Rama
61161,Escuelas de arte,Subrama
611611,Escuelas de arte del sector privado ,Clase
61162,Escuelas de deporte,Subrama
611621,Escuelas de deporte del sector privado ,Clase
61163,Escuelas de idiomas,Subrama
611631,Escuelas de idiomas del sector privado ,Clase
61169,Otros servicios educativos,Subrama
611691,Servicios de profesores particulares ,Clase
611698,Otros servicios educativos proporcionados por el sector privado ,Clase
6117,Servicios de apoyo a la educación,Rama
61171,Servicios de apoyo a la educación,Subrama
611710,Servicios de apoyo a la educación ,Clase
62,Servicios de salud y de asistencia social,Sector
621,Servicios médicos de consulta externa y servicios relacionados,Subsector
6211,Consultorios médicos,Rama
62111,Consultorios médicos,Subrama
621111,Consultorios de medicina general del sector privado ,Clase
621113,Consultorios de medicina especializada del sector privado ,Clase
621115,Clínicas de consultorios médicos del sector privado ,Clase
6212,Consultorios dentales,Rama
62121,Consultorios dentales,Subrama
621211,Consultorios dentales del sector privado ,Clase
6213,Otros consultorios para el cuidado de la salud,Rama
62131,Consultorios de quiropráctica,Subrama
621311,Consultorios de quiropráctica del sector privado ,Clase
62132,Consultorios de optometría,Subrama
621320,Consultorios de optometría ,Clase
62133,Consultorios de psicología,Subrama
621331,Consultorios de psicología del sector privado ,Clase
62134,"Consultorios de audiología y de terapia ocupacional, física y del lenguaje",Subrama
621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje ",Clase
62139,Otros consultorios para el cuidado de la salud,Subrama
621391,Consultorios de nutriólogos y dietistas del sector privado ,Clase
621398,Otros consultorios del sector privado para el cuidado de la salud ,Clase
6214,Centros para la atención de pacientes que no requieren hospitalización,Rama
62141,Centros de planificación familiar,Subrama
621411,Centros de planificación familiar del sector privado ,Clase
62142,Centros de atención médica externa para enfermos mentales y adictos,Subrama
621421,Centros del sector privado de atención médica externa para enfermos mentales y adictos ,Clase
62149,Otros centros para la atención de pacientes que no requieren hospitalización,Subrama
621491,Otros centros del sector privado para la atención de pacientes que no requieren hospitalización ,Clase
6215,Laboratorios médicos y de diagnóstico,Rama
62151,Laboratorios médicos y de diagnóstico,Subrama
621511,Laboratorios médicos y de diagnóstico del sector privado ,Clase
6216,Servicios de enfermería a domicilio,Rama
62161,Servicios de enfermería a domicilio,Subrama
621610,Servicios de enfermería a domicilio ,Clase
6219,"Servicios de ambulancias, de bancos de órganos y otros servicios auxiliares al tratamiento médico",Rama
62191,Servicios de ambulancias,Subrama
621910,Servicios de ambulancias ,Clase
62199,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico",Subrama
621991,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector privado ",Clase
622,Hospitales,Subsector
6221,Hospitales generales,Rama
62211,Hospitales generales,Subrama
622111,Hospitales generales del sector privado ,Clase
6222,Hospitales psiquiátricos y para el tratamiento por adicción,Rama
62221,Hospitales psiquiátricos y para el tratamiento por adicción,Subrama
622211,Hospitales psiquiátricos y para el tratamiento por adicción del sector privado ,Clase
6223,Hospitales de otras especialidades médicas,Rama
62231,Hospitales de otras especialidades médicas,Subrama
622311,Hospitales del sector privado de otras especialidades médicas ,Clase
623,Residencias de asistencia social y para el cuidado de la salud,Subsector
6231,"Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales",Rama
62311,"Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales",Subrama
623111,"Residencias del sector privado con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales ",Clase
6232,"Residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adicciones",Rama
62321,Residencias para el cuidado de personas con problemas de retardo mental,Subrama
623211,Residencias del sector privado para el cuidado de personas con problemas de retardo mental ,Clase
62322,Residencias para el cuidado de personas con problemas de trastorno mental y adicción,Subrama
623221,Residencias del sector privado para el cuidado de personas con problemas de trastorno mental y adicción ,Clase
6233,Asilos y otras residencias para el cuidado de ancianos,Rama
62331,Asilos y otras residencias para el cuidado de ancianos,Subrama
623311,Asilos y otras residencias del sector privado para el cuidado de ancianos ,Clase
6239,Orfanatos y otras residencias de asistencia social,Rama
62399,Orfanatos y otras residencias de asistencia social,Subrama
623991,Orfanatos y otras residencias de asistencia social del sector privado ,Clase
624,Otros servicios de asistencia social,Subsector
6241,Servicios de orientación y trabajo social,Rama
62411,Servicios de orientación y trabajo social para la niñez y la juventud,Subrama
624111,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector privado ,Clase
62412,Centros de atención y cuidado diurno de ancianos y personas con discapacidad,Subrama
624121,Centros del sector privado dedicados a la atención y cuidado diurno de ancianos y personas con discapacidad ,Clase
62419,Otros servicios de orientación y trabajo social,Subrama
624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones ,Clase
624198,Otros servicios de orientación y trabajo social prestados por el sector privado ,Clase
6242,"Servicios comunitarios de alimentación, refugio y emergencia",Rama
62421,Servicios de alimentación comunitarios,Subrama
624211,Servicios de alimentación comunitarios prestados por el sector privado ,Clase
62422,Refugios temporales comunitarios,Subrama
624221,Refugios temporales comunitarios del sector privado ,Clase
62423,Servicios de emergencia comunitarios,Subrama
624231,Servicios de emergencia comunitarios prestados por el sector privado ,Clase
6243,"Servicios de capacitación para el trabajo para personas desempleadas, subempleadas o con discapacidad",Rama
62431,"Servicios de capacitación para el trabajo para personas desempleadas, subempleadas o con discapacidad",Subrama
624311,"Servicios de capacitación para el trabajo prestados por el sector privado para personas desempleadas, subempleadas o con discapacidad ",Clase
6244,Guarderías,Rama
62441,Guarderías,Subrama
624411,Guarderías del sector privado ,Clase
71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",Sector
711,"Servicios artísticos, culturales y deportivos, y otros servicios relacionados",Subsector
7111,Compañías y grupos de espectáculos artísticos y culturales,Rama
71111,Compañías de teatro,Subrama
711111,Compañías de teatro del sector privado ,Clase
71112,Compañías de danza,Subrama
711121,Compañías de danza del sector privado ,Clase
71113,Cantantes y grupos musicales,Subrama
711131,Cantantes y grupos musicales del sector privado ,Clase
71119,Otras compañías y grupos de espectáculos artísticos,Subrama
711191,Otras compañías y grupos de espectáculos artísticos del sector privado ,Clase
7112,Deportistas y equipos deportivos profesionales,Rama
71121,Deportistas y equipos deportivos profesionales,Subrama
711211,Deportistas profesionales ,Clase
711212,Equipos deportivos profesionales ,Clase
7113,"Promotores de espectáculos artísticos, culturales, deportivos y similares",Rama
71131,"Promotores de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos",Subrama
711311,"Promotores del sector privado de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos ",Clase
71132,"Promotores de espectáculos artísticos, culturales, deportivos y similares que no cuentan con instalaciones para presentarlos",Subrama
711320,"Promotores de espectáculos artísticos, culturales, deportivos y similares que no cuentan con instalaciones para presentarlos ",Clase
7114,"Agentes y representantes de artistas, deportistas y similares",Rama
71141,"Agentes y representantes de artistas, deportistas y similares",Subrama
711410,"Agentes y representantes de artistas, deportistas y similares ",Clase
7115,"Artistas, escritores y técnicos independientes",Rama
71151,"Artistas, escritores y técnicos independientes",Subrama
711510,"Artistas, escritores y técnicos independientes ",Clase
712,"Museos, sitios históricos, zoológicos y similares",Subsector
7121,"Museos, sitios históricos, zoológicos y similares",Rama
71211,Museos,Subrama
712111,Museos del sector privado ,Clase
71212,Sitios históricos,Subrama
712120,Sitios históricos ,Clase
71213,Jardines botánicos y zoológicos,Subrama
712131,Jardines botánicos y zoológicos del sector privado ,Clase
71219,"Grutas, parques naturales y otros sitios del patrimonio cultural de la nación",Subrama
712190,"Grutas, parques naturales y otros sitios del patrimonio cultural de la nación ",Clase
713,Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos,Subsector
7131,Parques con instalaciones recreativas y casas de juegos electrónicos,Rama
71311,Parques con instalaciones recreativas,Subrama
713111,Parques de diversiones y temáticos del sector privado ,Clase
713113,Parques acuáticos y balnearios del sector privado ,Clase
71312,Casas de juegos electrónicos,Subrama
713120,Casas de juegos electrónicos ,Clase
7132,"Casinos, loterías y otros juegos de azar",Rama
71329,Loterías y otros juegos de azar,Subrama
713291,"Venta de billetes de lotería, pronósticos deportivos y otros boletos de sorteo ",Clase
713299,Otros juegos de azar ,Clase
7139,Otros servicios recreativos,Rama
71391,Campos de golf,Subrama
713910,Campos de golf ,Clase
71393,Marinas turísticas,Subrama
713930,Marinas turísticas ,Clase
71394,Clubes deportivos y centros de acondicionamiento físico,Subrama
713941,Clubes deportivos del sector privado ,Clase
713943,Centros de acondicionamiento físico del sector privado ,Clase
71395,Boliches,Subrama
713950,Boliches ,Clase
71399,Otros servicios recreativos,Subrama
713991,Billares ,Clase
713992,Clubes o ligas de aficionados ,Clase
713998,Otros servicios recreativos prestados por el sector privado ,Clase
72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,Sector
721,Servicios de alojamiento temporal,Subsector
7211,"Hoteles, moteles y similares",Rama
72111,"Hoteles y moteles, excepto hoteles con casino",Subrama
721111,Hoteles con otros servicios integrados ,Clase
721112,Hoteles sin otros servicios integrados ,Clase
721113,Moteles ,Clase
72119,"Cabañas, villas y similares",Subrama
721190,"Cabañas, villas y similares ",Clase
7212,Campamentos y albergues recreativos,Rama
72121,Campamentos y albergues recreativos,Subrama
721210,Campamentos y albergues recreativos ,Clase
7213,"Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería",Rama
72131,"Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería",Subrama
721311,Pensiones y casas de huéspedes ,Clase
721312,Departamentos y casas amueblados con servicios de hotelería ,Clase
722,Servicios de preparación de alimentos y bebidas,Subsector
7223,Servicios de preparación de alimentos por encargo,Rama
72231,Servicios de comedor para empresas e instituciones,Subrama
722310,Servicios de comedor para empresas e instituciones ,Clase
72232,Servicios de preparación de alimentos para ocasiones especiales,Subrama
722320,Servicios de preparación de alimentos para ocasiones especiales ,Clase
7224,"Centros nocturnos, bares, cantinas y similares",Rama
72241,"Centros nocturnos, bares, cantinas y similares",Subrama
722411,"Centros nocturnos, discotecas y similares ",Clase
722412,"Bares, cantinas y similares ",Clase
7225,Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicas,Rama
72251,Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicas,Subrama
722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida ,Clase
722512,Restaurantes con servicio de preparación de pescados y mariscos ,Clase
722513,Restaurantes con servicio de preparación de antojitos ,Clase
722514,Restaurantes con servicio de preparación de tacos y tortas ,Clase
722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares ",Clase
722516,Restaurantes de autoservicio ,Clase
722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar ",Clase
722518,Restaurantes que preparan otro tipo de alimentos para llevar ,Clase
722519,Servicios de preparación de otros alimentos para consumo inmediato ,Clase
81,Otros servicios excepto actividades gubernamentales,Sector
811,Servicios de reparación y mantenimiento,Subsector
8111,Reparación y mantenimiento de automóviles y camiones,Rama
81111,Reparación mecánica y eléctrica de automóviles y camiones,Subrama
811111,Reparación mecánica en general de automóviles y camiones ,Clase
811112,Reparación del sistema eléctrico de automóviles y camiones ,Clase
811113,Rectificación de partes de motor de automóviles y camiones ,Clase
811114,Reparación de transmisiones de automóviles y camiones ,Clase
811115,Reparación de suspensiones de automóviles y camiones ,Clase
811116,Alineación y balanceo de automóviles y camiones ,Clase
811119,Otras reparaciones mecánicas de automóviles y camiones ,Clase
81112,"Hojalatería, tapicería y otras reparaciones a la carrocería de automóviles y camiones",Subrama
811121,Hojalatería y pintura de automóviles y camiones ,Clase
811122,Tapicería de automóviles y camiones ,Clase
811123,Servicios de blindaje y de adaptación de automóviles y camiones ,Clase
811129,Instalación de cristales y otras reparaciones a la carrocería de automóviles y camiones ,Clase
81119,Otros servicios de reparación y mantenimiento de automóviles y camiones,Subrama
811191,Reparación menor de llantas ,Clase
811192,Lavado y lubricado de automóviles y camiones ,Clase
811199,Otros servicios de reparación y mantenimiento de automóviles y camiones ,Clase
8112,Reparación y mantenimiento de equipo electrónico y de equipo de precisión,Rama
81121,Reparación y mantenimiento de equipo electrónico y de equipo de precisión,Subrama
811211,Reparación y mantenimiento de equipo electrónico de uso doméstico ,Clase
811219,Reparación y mantenimiento de otro equipo electrónico y de equipo de precisión ,Clase
8113,"Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios",Rama
81131,"Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios",Subrama
811311,Reparación y mantenimiento de maquinaria y equipo agropecuario y forestal ,Clase
811312,Reparación y mantenimiento de maquinaria y equipo industrial ,Clase
811313,"Reparación y mantenimiento de maquinaria y equipo para mover, levantar y acomodar materiales ",Clase
811314,Reparación y mantenimiento de maquinaria y equipo comercial y de servicios ,Clase
8114,Reparación y mantenimiento de artículos para el hogar y personales,Rama
81141,Reparación y mantenimiento de aparatos eléctricos para el hogar y personales,Subrama
811410,Reparación y mantenimiento de aparatos eléctricos para el hogar y personales ,Clase
81142,Reparación de tapicería de muebles para el hogar,Subrama
811420,Reparación de tapicería de muebles para el hogar ,Clase
81143,Reparación de calzado y otros artículos de piel y cuero,Subrama
811430,Reparación de calzado y otros artículos de piel y cuero ,Clase
81149,Reparación y mantenimiento de otros artículos para el hogar y personales,Subrama
811491,Cerrajerías ,Clase
811492,Reparación y mantenimiento de motocicletas ,Clase
811493,Reparación y mantenimiento de bicicletas ,Clase
811499,Reparación y mantenimiento de otros artículos para el hogar y personales ,Clase
812,Servicios personales,Subsector
8121,"Salones y clínicas de belleza, baños públicos y bolerías ",Rama
81211,Salones y clínicas de belleza y peluquerías ,Subrama
812110,Salones y clínicas de belleza y peluquerías ,Clase
81212,Baños públicos ,Subrama
812120,Baños públicos ,Clase
81213,Sanitarios públicos y bolerías ,Subrama
812130,Sanitarios públicos y bolerías ,Clase
8122,Lavanderías y tintorerías ,Rama
81221,Lavanderías y tintorerías ,Subrama
812210,Lavanderías y tintorerías ,Clase
8123,Servicios funerarios y administración de cementerios ,Rama
81231,Servicios funerarios ,Subrama
812310,Servicios funerarios ,Clase
81232,Administración de cementerios ,Subrama
812321,Administración de cementerios pertenecientes al sector privado ,Clase
8124,Estacionamientos y pensiones para vehículos automotores ,Rama
81241,Estacionamientos y pensiones para vehículos automotores ,Subrama
812410,Estacionamientos y pensiones para vehículos automotores ,Clase
8129,Servicios de revelado e impresión de fotografías y otros servicios personales ,Rama
81291,Servicios de revelado e impresión de fotografías ,Subrama
812910,Servicios de revelado e impresión de fotografías ,Clase
81299,Otros servicios personales ,Subrama
812990,Otros servicios personales ,Clase
813,Asociaciones y organizaciones,Subsector
8131,"Asociaciones y organizaciones comerciales, laborales, profesionales y recreativas ",Rama
81311,"Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios ",Subrama
813110,"Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios ",Clase
81312,Asociaciones y organizaciones laborales y sindicales ,Subrama
813120,Asociaciones y organizaciones laborales y sindicales ,Clase
81313,Asociaciones y organizaciones de profesionistas ,Subrama
813130,Asociaciones y organizaciones de profesionistas ,Clase
81314,Asociaciones regulatorias de actividades recreativas ,Subrama
813140,Asociaciones regulatorias de actividades recreativas ,Clase
8132,"Asociaciones y organizaciones religiosas, políticas y civiles ",Rama
81323,Asociaciones y organizaciones civiles ,Subrama
813230,Asociaciones y organizaciones civiles ,Clase
